0 | function | palavra-reservada

17802 | = | operador

17803 | jQuery | variavel

17804 | valHooks | funcao

17805 | elem | string

17806 | type | string

17807 | || | comparador

17808 | jQuery | variavel

17809 | valHooks | funcao

17810 | elem | string

17811 | nodeName | funcao

17812 | toLowerCase | string

17813 | if | palavra-reservada

17814 | hooks | string

17815 | && | comparador

17816 | get | string

17817 | in | palavra-reservada

17818 | hooks | string

17819 | && | comparador

17820 | ret | string

17821 | = | operador

17822 | hooks | string

17823 | get | string

17824 | elem | string

17825 | value | string

17826 | == | comparador

17827 | undefined | tipo-de-dado

17828 | return | palavra-reservada

17829 | ret | string

17830 | ret | string

17831 | = | operador

17832 | elem | string

17833 | value | string

17834 | if | palavra-reservada

17835 | typeof | palavra-reservada

17836 | ret | string

17837 | === | comparador

17838 | string | tipo-de-dado

17839 | return | palavra-reservada

17840 | ret | string

17841 | replace | string

17842 | rreturn | string

17843 | return | palavra-reservada

17844 | ret | string

17845 | == | comparador

17846 | null | palavra-reservada

17847 | ret | string

17848 | return | palavra-reservada

17849 | valueIsFunction | string

17850 | = | operador

17851 | isFunction | funcao

17852 | value | string

17853 | return | palavra-reservada

17854 | this | palavra-reservada

17855 | each | string

17856 | function | palavra-reservada

17857 | i | char

17858 | var | palavra-reservada

17859 | val | string

17860 | if | palavra-reservada

17861 | this | palavra-reservada

17862 | nodeType | funcao

17863 | == | comparador

17864 | 1 | inteiro

17865 | return | palavra-reservada

17866 | if | palavra-reservada

17867 | valueIsFunction | string

17868 | val | string

17869 | = | operador

17870 | value | string

17871 | call | string

17872 | this | palavra-reservada

17873 | i | char

17874 | jQuery | variavel

17875 | this | palavra-reservada

17876 | val | string

17877 | else | palavra-reservada

17878 | val | string

17879 | = | operador

17880 | value | string

17881 | if | palavra-reservada

17882 | val | string

17883 | == | comparador

17884 | null | palavra-reservada

17885 | val | string

17886 | = | operador

17887 | else | palavra-reservada

17888 | if | palavra-reservada

17889 | typeof | palavra-reservada

17890 | val | string

17891 | === | comparador

17892 | number | string

17893 | val | string

17894 | = | operador

17895 | else | palavra-reservada

17896 | if | palavra-reservada

17897 | Array | tipo-de-dado

17898 | isArray | funcao

17899 | val | string

17900 | val | string

17901 | = | operador

17902 | jQuery | variavel

17903 | map | string

17904 | val | string

17905 | function | palavra-reservada

17906 | value | string

17907 | return | palavra-reservada

17908 | value | string

17909 | == | comparador

17910 | null | palavra-reservada

17911 | value | string

17912 | hooks | string

17913 | = | operador

17914 | jQuery | variavel

17915 | valHooks | funcao

17916 | this | palavra-reservada

17917 | type | string

17918 | || | comparador

17919 | jQuery | variavel

17920 | valHooks | funcao

17921 | this | palavra-reservada

17922 | nodeName | funcao

17923 | toLowerCase | string

17924 | if | palavra-reservada

17925 | hooks | string

17926 | || | comparador

17927 | set | string

17928 | in | palavra-reservada

17929 | hooks | string

17930 | || | comparador

17931 | hooks | string

17932 | set | string

17933 | this | palavra-reservada

17934 | val | string

17935 | value | string

17936 | === | comparador

17937 | undefined | tipo-de-dado

17938 | this | palavra-reservada

17939 | value | string

17940 | = | operador

17941 | val | string

17942 | jQuery | variavel

17943 | extend | string

17944 | valHooks | funcao

17945 | option | string

17946 | get | string

17947 | function | palavra-reservada

17948 | elem | string

17949 | var | palavra-reservada

17950 | val | string

17951 | = | operador

17952 | jQuery | variavel

17953 | find | string

17954 | attr | string

17955 | elem | string

17956 | value | string

17957 | return | palavra-reservada

17958 | val | string

17959 | = | operador

17960 | null | palavra-reservada

17961 | val | string

17962 | stripAndCollapse | string

17963 | jQuery | variavel

17964 | text | string

17965 | elem | string

17966 | select | string

17967 | get | string

17968 | function | palavra-reservada

17969 | elem | string

17970 | var | palavra-reservada

17971 | value | string

17972 | option | string

17973 | i | char

17974 | options | string

17975 | = | operador

17976 | elem | string

17977 | options | string

17978 | index | string

17979 | = | operador

17980 | elem | string

17981 | selectedIndex | funcao

17982 | one | string

17983 | = | operador

17984 | elem | string

17985 | type | string

17986 | === | comparador

17987 | select | string

17988 | one | string

17989 | values | string

17990 | = | operador

17991 | one | string

17992 | null | palavra-reservada

17993 | max | string

17994 | = | operador

17995 | one | string

17996 | index | string

17997 | 1 | inteiro

17998 | options | string

17999 | length | string

18000 | if | palavra-reservada

18001 | index | string

18002 | < | comparador

18003 | 0 | inteiro

18004 | i | char

18005 | = | operador

18006 | max | string

18007 | else | palavra-reservada

18008 | i | char

18009 | = | operador

18010 | one | string

18011 | index | string

18012 | 0 | inteiro

18013 | for | palavra-reservada

18014 | i | char

18015 | < | comparador

18016 | max | string

18017 | i | char

18018 | option | string

18019 | = | operador

18020 | options | string

18021 | i | char

18022 | if | palavra-reservada

18023 | option | string

18024 | selected | string

18025 | || | comparador

18026 | i | char

18027 | === | comparador

18028 | index | string

18029 | && | comparador

18030 | option | string

18031 | disabled | string

18032 | && | comparador

18033 | option | string

18034 | parentNode | funcao

18035 | disabled | string

18036 | || | comparador

18037 | nodeName | funcao

18038 | option | string

18039 | parentNode | funcao

18040 | optgroup | string

18041 | value | string

18042 | = | operador

18043 | jQuery | variavel

18044 | option | string

18045 | val | string

18046 | if | palavra-reservada

18047 | one | string

18048 | return | palavra-reservada

18049 | value | string

18050 | values | string

18051 | push | string

18052 | value | string

18053 | return | palavra-reservada

18054 | values | string

18055 | set | string

18056 | function | palavra-reservada

18057 | elem | string

18058 | value | string

18059 | var | palavra-reservada

18060 | optionSet | funcao

18061 | option | string

18062 | options | string

18063 | = | operador

18064 | elem | string

18065 | options | string

18066 | values | string

18067 | = | operador

18068 | jQuery | variavel

18069 | makeArray | funcao

18070 | value | string

18071 | i | char

18072 | = | operador

18073 | options | string

18074 | length | string

18075 | while | palavra-reservada

18076 | i | char

18077 | option | string

18078 | = | operador

18079 | options | string

18080 | i | char

18081 | if | palavra-reservada

18082 | option | string

18083 | selected | string

18084 | = | operador

18085 | jQuery | variavel

18086 | inArray | funcao

18087 | jQuery | variavel

18088 | valHooks | funcao

18089 | option | string

18090 | get | string

18091 | option | string

18092 | values | string

18093 | > | comparador

18094 | 1 | inteiro

18095 | optionSet | funcao

18096 | = | operador

18097 | true | palavra-reservada

18098 | if | palavra-reservada

18099 | optionSet | funcao

18100 | elem | string

18101 | selectedIndex | funcao

18102 | = | operador

18103 | 1 | inteiro

18104 | return | palavra-reservada

18105 | values | string

18106 | jQuery | variavel

18107 | each | string

18108 | radio | string

18109 | checkbox | string

18110 | function | palavra-reservada

18111 | jQuery | variavel

18112 | valHooks | funcao

18113 | this | palavra-reservada

18114 | = | operador

18115 | set | string

18116 | function | palavra-reservada

18117 | elem | string

18118 | value | string

18119 | if | palavra-reservada

18120 | Array | tipo-de-dado

18121 | isArray | funcao

18122 | value | string

18123 | return | palavra-reservada

18124 | elem | string

18125 | checked | string

18126 | = | operador

18127 | jQuery | variavel

18128 | inArray | funcao

18129 | jQuery | variavel

18130 | elem | string

18131 | val | string

18132 | value | string

18133 | > | comparador

18134 | 1 | inteiro

18135 | if | palavra-reservada

18136 | support | string

18137 | checkOn | funcao

18138 | jQuery | variavel

18139 | valHooks | funcao

18140 | this | palavra-reservada

18141 | get | string

18142 | = | operador

18143 | function | palavra-reservada

18144 | elem | string

18145 | return | palavra-reservada

18146 | elem | string

18147 | getAttribute | funcao

18148 | value | string

18149 | === | comparador

18150 | null | palavra-reservada

18151 | on | string

18152 | elem | string

18153 | value | string

18154 | support | string

18155 | focusin | string

18156 | = | operador

18157 | onfocusin | string

18158 | in | palavra-reservada

18159 | window | palavra-reservada

18160 | var | palavra-reservada

18161 | rfocusMorph | funcao

18162 | = | operador

18163 | /^ | string

18164 | focusinfocus|focusoutblur | string

18165 | $/ | string

18166 | stopPropagationCallback | string

18167 | = | operador

18168 | function | palavra-reservada

18169 | e | char

18170 | e | char

18171 | stopPropagation | funcao

18172 | jQuery | variavel

18173 | extend | string

18174 | jQuery | variavel

18175 | event | string

18176 | trigger | string

18177 | function | palavra-reservada

18178 | event | string

18179 | data | string

18180 | elem | string

18181 | onlyHandlers | funcao

18182 | var | palavra-reservada

18183 | i | char

18184 | cur | string

18185 | tmp | string

18186 | bubbleType | funcao

18187 | ontype | string

18188 | handle | string

18189 | special | string

18190 | lastElement | funcao

18191 | eventPath | funcao

18192 | = | operador

18193 | elem | string

18194 | || | comparador

18195 | document | palavra-reservada

18196 | type | string

18197 | = | operador

18198 | hasOwn | funcao

18199 | call | string

18200 | event | string

18201 | type | string

18202 | event | string

18203 | type | string

18204 | event | string

18205 | namespaces | string

18206 | = | operador

18207 | hasOwn | funcao

18208 | call | string

18209 | event | string

18210 | namespace | string

18211 | event | string

18212 | namespace | string

18213 | split | string

18214 | cur | string

18215 | = | operador

18216 | lastElement | funcao

18217 | = | operador

18218 | tmp | string

18219 | = | operador

18220 | elem | string

18221 | = | operador

18222 | elem | string

18223 | || | comparador

18224 | document | palavra-reservada

18225 | if | palavra-reservada

18226 | elem | string

18227 | nodeType | funcao

18228 | === | comparador

18229 | 3 | inteiro

18230 | || | comparador

18231 | elem | string

18232 | nodeType | funcao

18233 | === | comparador

18234 | 8 | inteiro

18235 | return | palavra-reservada

18236 | if | palavra-reservada

18237 | rfocusMorph | funcao

18238 | test | string

18239 | type | string

18240 | jQuery | variavel

18241 | event | string

18242 | triggered | string

18243 | return | palavra-reservada

18244 | if | palavra-reservada

18245 | type | string

18246 | indexOf | funcao

18247 | > | comparador

18248 | 1 | inteiro

18249 | namespaces | string

18250 | = | operador

18251 | type | string

18252 | split | string

18253 | type | string

18254 | = | operador

18255 | namespaces | string

18256 | shift | string

18257 | namespaces | string

18258 | sort | string

18259 | ontype | string

18260 | = | operador

18261 | type | string

18262 | indexOf | funcao

18263 | < | comparador

18264 | 0 | inteiro

18265 | && | comparador

18266 | on | string

18267 | type | string

18268 | event | string

18269 | = | operador

18270 | event | string

18271 | jQuery | variavel

18272 | expando | string

18273 | event | string

18274 | new | palavra-reservada

18275 | jQuery | variavel

18276 | Event | string

18277 | type | string

18278 | typeof | palavra-reservada

18279 | event | string

18280 | === | comparador

18281 | object | string

18282 | && | comparador

18283 | event | string

18284 | event | string

18285 | isTrigger | funcao

18286 | = | operador

18287 | onlyHandlers | funcao

18288 | 2 | inteiro

18289 | 3 | inteiro

18290 | event | string

18291 | namespace | string

18292 | = | operador

18293 | namespaces | string

18294 | join | string

18295 | event | string

18296 | rnamespace | string

18297 | = | operador

18298 | event | string

18299 | namespace | string

18300 | new | palavra-reservada

18301 | RegExp | string

18302 | ^|\\ | string

18303 | namespaces | string

18304 | join | string

18305 | \\ | string

18306 | *\\ | string

18307 | | | char

18308 | \\ | string

18309 | |$ | string

18310 | null | palavra-reservada

18311 | event | string

18312 | result | string

18313 | = | operador

18314 | undefined | tipo-de-dado

18315 | if | palavra-reservada

18316 | event | string

18317 | target | string

18318 | event | string

18319 | target | string

18320 | = | operador

18321 | elem | string

18322 | data | string

18323 | = | operador

18324 | data | string

18325 | == | comparador

18326 | null | palavra-reservada

18327 | event | string

18328 | jQuery | variavel

18329 | makeArray | funcao

18330 | data | string

18331 | event | string

18332 | special | string

18333 | = | operador

18334 | jQuery | variavel

18335 | event | string

18336 | special | string

18337 | type | string

18338 | || | comparador

18339 | if | palavra-reservada

18340 | onlyHandlers | funcao

18341 | && | comparador

18342 | special | string

18343 | trigger | string

18344 | && | comparador

18345 | special | string

18346 | trigger | string

18347 | apply | string

18348 | elem | string

18349 | data | string

18350 | === | comparador

18351 | false | palavra-reservada

18352 | return | palavra-reservada

18353 | if | palavra-reservada

18354 | onlyHandlers | funcao

18355 | && | comparador

18356 | special | string

18357 | noBubble | funcao

18358 | && | comparador

18359 | isWindow | funcao

18360 | elem | string

18361 | bubbleType | funcao

18362 | = | operador

18363 | special | string

18364 | delegateType | funcao

18365 | || | comparador

18366 | type | string

18367 | if | palavra-reservada

18368 | rfocusMorph | funcao

18369 | test | string

18370 | bubbleType | funcao

18371 | type | string

18372 | cur | string

18373 | = | operador

18374 | cur | string

18375 | parentNode | funcao

18376 | for | palavra-reservada

18377 | cur | string

18378 | cur | string

18379 | = | operador

18380 | cur | string

18381 | parentNode | funcao

18382 | eventPath | funcao

18383 | push | string

18384 | cur | string

18385 | tmp | string

18386 | = | operador

18387 | cur | string

18388 | if | palavra-reservada

18389 | tmp | string

18390 | === | comparador

18391 | elem | string

18392 | ownerDocument | funcao

18393 | || | comparador

18394 | document | palavra-reservada

18395 | eventPath | funcao

18396 | push | string

18397 | tmp | string

18398 | defaultView | funcao

18399 | || | comparador

18400 | tmp | string

18401 | parentWindow | funcao

18402 | || | comparador

18403 | window | palavra-reservada

18404 | i | char

18405 | = | operador

18406 | 0 | inteiro

18407 | while | palavra-reservada

18408 | cur | string

18409 | = | operador

18410 | eventPath | funcao

18411 | i | char

18412 | && | comparador

18413 | event | string

18414 | isPropagationStopped | string

18415 | lastElement | funcao

18416 | = | operador

18417 | cur | string

18418 | event | string

18419 | type | string

18420 | = | operador

18421 | i | char

18422 | > | comparador

18423 | 1 | inteiro

18424 | bubbleType | funcao

18425 | special | string

18426 | bindType | funcao

18427 | || | comparador

18428 | type | string

18429 | handle | string

18430 | = | operador

18431 | dataPriv | funcao

18432 | get | string

18433 | cur | string

18434 | events | string

18435 | || | comparador

18436 | Object | string

18437 | create | string

18438 | null | palavra-reservada

18439 | event | string

18440 | type | string

18441 | && | comparador

18442 | dataPriv | funcao

18443 | get | string

18444 | cur | string

18445 | handle | string

18446 | if | palavra-reservada

18447 | handle | string

18448 | handle | string

18449 | apply | string

18450 | cur | string

18451 | data | string

18452 | handle | string

18453 | = | operador

18454 | ontype | string

18455 | && | comparador

18456 | cur | string

18457 | ontype | string

18458 | if | palavra-reservada

18459 | handle | string

18460 | && | comparador

18461 | handle | string

18462 | apply | string

18463 | && | comparador

18464 | acceptData | funcao

18465 | cur | string

18466 | event | string

18467 | result | string

18468 | = | operador

18469 | handle | string

18470 | apply | string

18471 | cur | string

18472 | data | string

18473 | if | palavra-reservada

18474 | event | string

18475 | result | string

18476 | === | comparador

18477 | false | palavra-reservada

18478 | event | string

18479 | preventDefault | funcao

18480 | event | string

18481 | type | string

18482 | = | operador

18483 | type | string

18484 | if | palavra-reservada

18485 | onlyHandlers | funcao

18486 | && | comparador

18487 | event | string

18488 | isDefaultPrevented | string

18489 | if | palavra-reservada

18490 | special | string

18491 | _default | string

18492 | || | comparador

18493 | special | string

18494 | _default | string

18495 | apply | string

18496 | eventPath | funcao

18497 | pop | string

18498 | data | string

18499 | === | comparador

18500 | false | palavra-reservada

18501 | && | comparador

18502 | acceptData | funcao

18503 | elem | string

18504 | if | palavra-reservada

18505 | ontype | string

18506 | && | comparador

18507 | isFunction | funcao

18508 | elem | string

18509 | type | string

18510 | && | comparador

18511 | isWindow | funcao

18512 | elem | string

18513 | tmp | string

18514 | = | operador

18515 | elem | string

18516 | ontype | string

18517 | if | palavra-reservada

18518 | tmp | string

18519 | elem | string

18520 | ontype | string

18521 | = | operador

18522 | null | palavra-reservada

18523 | jQuery | variavel

18524 | event | string

18525 | triggered | string

18526 | = | operador

18527 | type | string

18528 | if | palavra-reservada

18529 | event | string

18530 | isPropagationStopped | string

18531 | lastElement | funcao

18532 | addEventListener | string

18533 | type | string

18534 | stopPropagationCallback | string

18535 | elem | string

18536 | type | string

18537 | if | palavra-reservada

18538 | event | string

18539 | isPropagationStopped | string

18540 | lastElement | funcao

18541 | removeEventListener | string

18542 | type | string

18543 | stopPropagationCallback | string

18544 | jQuery | variavel

18545 | event | string

18546 | triggered | string

18547 | = | operador

18548 | undefined | tipo-de-dado

18549 | if | palavra-reservada

18550 | tmp | string

18551 | elem | string

18552 | ontype | string

18553 | = | operador

18554 | tmp | string

18555 | return | palavra-reservada

18556 | event | string

18557 | result | string

18558 | simulate | string

18559 | function | palavra-reservada

18560 | type | string

18561 | elem | string

18562 | event | string

18563 | var | palavra-reservada

18564 | e | char

18565 | = | operador

18566 | jQuery | variavel

18567 | extend | string

18568 | new | palavra-reservada

18569 | jQuery | variavel

18570 | Event | string

18571 | event | string

18572 | type | string

18573 | type | string

18574 | isSimulated | funcao

18575 | true | palavra-reservada

18576 | jQuery | variavel

18577 | event | string

18578 | trigger | string

18579 | e | char

18580 | null | palavra-reservada

18581 | elem | string

18582 | jQuery | variavel

18583 | fn | string

18584 | extend | string

18585 | trigger | string

18586 | function | palavra-reservada

18587 | type | string

18588 | data | string

18589 | return | palavra-reservada

18590 | this | palavra-reservada

18591 | each | string

18592 | function | palavra-reservada

18593 | jQuery | variavel

18594 | event | string

18595 | trigger | string

18596 | type | string

18597 | data | string

18598 | this | palavra-reservada

18599 | triggerHandler | funcao

18600 | function | palavra-reservada

18601 | type | string

18602 | data | string

18603 | var | palavra-reservada

18604 | elem | string

18605 | = | operador

18606 | this | palavra-reservada

18607 | 0 | inteiro

18608 | if | palavra-reservada

18609 | elem | string

18610 | return | palavra-reservada

18611 | jQuery | variavel

18612 | event | string

18613 | trigger | string

18614 | type | string

18615 | data | string

18616 | elem | string

18617 | true | palavra-reservada

18618 | if | palavra-reservada

18619 | support | string

18620 | focusin | string

18621 | jQuery | variavel

18622 | each | string

18623 | focus | string

18624 | focusin | string

18625 | blur | string

18626 | focusout | string

18627 | function | palavra-reservada

18628 | orig | string

18629 | fix | string

18630 | var | palavra-reservada

18631 | handler | string

18632 | = | operador

18633 | function | palavra-reservada

18634 | event | string

18635 | jQuery | variavel

18636 | event | string

18637 | simulate | string

18638 | fix | string

18639 | event | string

18640 | target | string

18641 | jQuery | variavel

18642 | event | string

18643 | fix | string

18644 | event | string

18645 | jQuery | variavel

18646 | event | string

18647 | special | string

18648 | fix | string

18649 | = | operador

18650 | setup | string

18651 | function | palavra-reservada

18652 | var | palavra-reservada

18653 | doc | string

18654 | = | operador

18655 | this | palavra-reservada

18656 | ownerDocument | funcao

18657 | || | comparador

18658 | this | palavra-reservada

18659 | document | palavra-reservada

18660 | || | comparador

18661 | this | palavra-reservada

18662 | attaches | string

18663 | = | operador

18664 | dataPriv | funcao

18665 | access | string

18666 | doc | string

18667 | fix | string

18668 | if | palavra-reservada

18669 | attaches | string

18670 | doc | string

18671 | addEventListener | string

18672 | orig | string

18673 | handler | string

18674 | true | palavra-reservada

18675 | dataPriv | funcao

18676 | access | string

18677 | doc | string

18678 | fix | string

18679 | attaches | string

18680 | || | comparador

18681 | 0 | inteiro

18682 | 1 | inteiro

18683 | teardown | string

18684 | function | palavra-reservada

18685 | var | palavra-reservada

18686 | doc | string

18687 | = | operador

18688 | this | palavra-reservada

18689 | ownerDocument | funcao

18690 | || | comparador

18691 | this | palavra-reservada

18692 | document | palavra-reservada

18693 | || | comparador

18694 | this | palavra-reservada

18695 | attaches | string

18696 | = | operador

18697 | dataPriv | funcao

18698 | access | string

18699 | doc | string

18700 | fix | string

18701 | 1 | inteiro

18702 | if | palavra-reservada

18703 | attaches | string

18704 | doc | string

18705 | removeEventListener | string

18706 | orig | string

18707 | handler | string

18708 | true | palavra-reservada

18709 | dataPriv | funcao

18710 | remove | string

18711 | doc | string

18712 | fix | string

18713 | else | palavra-reservada

18714 | dataPriv | funcao

18715 | access | string

18716 | doc | string

18717 | fix | string

18718 | attaches | string

18719 | var | palavra-reservada

18720 | location | string

18721 | = | operador

18722 | window | palavra-reservada

18723 | location | string

18724 | var | palavra-reservada

18725 | nonce | string

18726 | = | operador

18727 | guid | string

18728 | Date | tipo-de-dado

18729 | now | string

18730 | var | palavra-reservada

18731 | rquery | string

18732 | = | operador

18733 | /\ | string

18734 | / | operador

18735 | jQuery | variavel

18736 | parseXML | string

18737 | = | operador

18738 | function | palavra-reservada

18739 | data | string

18740 | var | palavra-reservada

18741 | xml | string

18742 | parserErrorElem | string

18743 | if | palavra-reservada

18744 | data | string

18745 | || | comparador

18746 | typeof | palavra-reservada

18747 | data | string

18748 | == | comparador

18749 | string | tipo-de-dado

18750 | return | palavra-reservada

18751 | null | palavra-reservada

18752 | try | palavra-reservada

18753 | xml | string

18754 | = | operador

18755 | new | palavra-reservada

18756 | window | palavra-reservada

18757 | DOMParser | string

18758 | parseFromString | string

18759 | data | string

18760 | text/xml | string

18761 | catch | palavra-reservada

18762 | e | char

18763 | parserErrorElem | string

18764 | = | operador

18765 | xml | string

18766 | && | comparador

18767 | xml | string

18768 | getElementsByTagName | string

18769 | parsererror | string

18770 | 0 | inteiro

18771 | if | palavra-reservada

18772 | xml | string

18773 | || | comparador

18774 | parserErrorElem | string

18775 | jQuery | variavel

18776 | error | string

18777 | Invalid | string

18778 | XML | string

18779 | parserErrorElem | string

18780 | jQuery | variavel

18781 | map | string

18782 | parserErrorElem | string

18783 | childNodes | funcao

18784 | function | palavra-reservada

18785 | el | string

18786 | return | palavra-reservada

18787 | el | string

18788 | textContent | funcao

18789 | join | string

18790 | \n | string

18791 | data | string

18792 | return | palavra-reservada

18793 | xml | string

18794 | var | palavra-reservada

18795 | rbracket | string

18796 | = | operador

18797 | /\ | string

18798 | \ | char

18799 | $/ | string

18800 | rCRLF | string

18801 | = | operador

18802 | /\r | string

18803 | \n/g | string

18804 | rsubmitterTypes | funcao

18805 | = | operador

18806 | /^ | string

18807 | submit|button|image|reset|file | string

18808 | $/i | string

18809 | rsubmittable | string

18810 | = | operador

18811 | /^ | string

18812 | input|select|textarea|keygen | string

18813 | /i | string

18814 | function | palavra-reservada

18815 | buildParams | funcao

18816 | prefix | string

18817 | obj | string

18818 | traditional | string

18819 | add | string

18820 | var | palavra-reservada

18821 | name | string

18822 | if | palavra-reservada

18823 | Array | tipo-de-dado

18824 | isArray | funcao

18825 | obj | string

18826 | jQuery | variavel

18827 | each | string

18828 | obj | string

18829 | function | palavra-reservada

18830 | i | char

18831 | v | char

18832 | if | palavra-reservada

18833 | traditional | string

18834 | || | comparador

18835 | rbracket | string

18836 | test | string

18837 | prefix | string

18838 | add | string

18839 | prefix | string

18840 | v | char

18841 | else | palavra-reservada

18842 | buildParams | funcao

18843 | prefix | string

18844 | typeof | palavra-reservada

18845 | v | char

18846 | === | comparador

18847 | object | string

18848 | && | comparador

18849 | v | char

18850 | = | operador

18851 | null | palavra-reservada

18852 | i | char

18853 | v | char

18854 | traditional | string

18855 | add | string

18856 | else | palavra-reservada

18857 | if | palavra-reservada

18858 | traditional | string

18859 | && | comparador

18860 | toType | funcao

18861 | obj | string

18862 | === | comparador

18863 | object | string

18864 | for | palavra-reservada

18865 | name | string

18866 | in | palavra-reservada

18867 | obj | string

18868 | buildParams | funcao

18869 | prefix | string

18870 | name | string

18871 | obj | string

18872 | name | string

18873 | traditional | string

18874 | add | string

18875 | else | palavra-reservada

18876 | add | string

18877 | prefix | string

18878 | obj | string

18879 | jQuery | variavel

18880 | param | string

18881 | = | operador

18882 | function | palavra-reservada

18883 | a | char

18884 | traditional | string

18885 | var | palavra-reservada

18886 | prefix | string

18887 | s | char

18888 | = | operador

18889 | add | string

18890 | = | operador

18891 | function | palavra-reservada

18892 | key | string

18893 | valueOrFunction | string

18894 | var | palavra-reservada

18895 | value | string

18896 | = | operador

18897 | isFunction | funcao

18898 | valueOrFunction | string

18899 | valueOrFunction | string

18900 | valueOrFunction | string

18901 | s | char

18902 | s | char

18903 | length | string

18904 | = | operador

18905 | encodeURIComponent | string

18906 | key | string

18907 | = | operador

18908 | encodeURIComponent | string

18909 | value | string

18910 | == | comparador

18911 | null | palavra-reservada

18912 | value | string

18913 | if | palavra-reservada

18914 | a | char

18915 | == | comparador

18916 | null | palavra-reservada

18917 | return | palavra-reservada

18918 | if | palavra-reservada

18919 | Array | tipo-de-dado

18920 | isArray | funcao

18921 | a | char

18922 | || | comparador

18923 | a | char

18924 | jquery | string

18925 | && | comparador

18926 | jQuery | variavel

18927 | isPlainObject | string

18928 | a | char

18929 | jQuery | variavel

18930 | each | string

18931 | a | char

18932 | function | palavra-reservada

18933 | add | string

18934 | this | palavra-reservada

18935 | name | string

18936 | this | palavra-reservada

18937 | value | string

18938 | else | palavra-reservada

18939 | for | palavra-reservada

18940 | prefix | string

18941 | in | palavra-reservada

18942 | a | char

18943 | buildParams | funcao

18944 | prefix | string

18945 | a | char

18946 | prefix | string

18947 | traditional | string

18948 | add | string

18949 | return | palavra-reservada

18950 | s | char

18951 | join | string

18952 | & | char

18953 | jQuery | variavel

18954 | fn | string

18955 | extend | string

18956 | serialize | string

18957 | function | palavra-reservada

18958 | return | palavra-reservada

18959 | jQuery | variavel

18960 | param | string

18961 | this | palavra-reservada

18962 | serializeArray | funcao

18963 | serializeArray | funcao

18964 | function | palavra-reservada

18965 | return | palavra-reservada

18966 | this | palavra-reservada

18967 | map | string

18968 | function | palavra-reservada

18969 | var | palavra-reservada

18970 | elements | string

18971 | = | operador

18972 | jQuery | variavel

18973 | prop | string

18974 | this | palavra-reservada

18975 | elements | string

18976 | return | palavra-reservada

18977 | elements | string

18978 | jQuery | variavel

18979 | makeArray | funcao

18980 | elements | string

18981 | this | palavra-reservada

18982 | filter | string

18983 | function | palavra-reservada

18984 | var | palavra-reservada

18985 | type | string

18986 | = | operador

18987 | this | palavra-reservada

18988 | type | string

18989 | return | palavra-reservada

18990 | this | palavra-reservada

18991 | name | string

18992 | && | comparador

18993 | jQuery | variavel

18994 | this | palavra-reservada

18995 | is | string

18996 | disabled | string

18997 | && | comparador

18998 | rsubmittable | string

18999 | test | string

19000 | this | palavra-reservada

19001 | nodeName | funcao

19002 | && | comparador

